UIS.NIRA.1,UIS.XSPENDP.FDPUB.FNS,BAR.PRM.SCHL,BAR.SEC.SCHL,BAR.TER.SCHL,BAR.TOT.SCHL,BAR.NOED.15UP.ZS,BAR.PRM.CMPT.15UP.ZS,BAR.PRM.ICMP.15UP.ZS,BAR.SEC.CMPT.15UP.ZS,BAR.SEC.ICMP.15UP.ZS,BAR.TER.CMPT.15UP.ZS,BAR.TER.ICMP.15UP.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GD.ZS,SL.TLF.ADVN.ZS,SL.TLF.BASC.ZS,SL.TLF.INTM.ZS,SL.TLF.TOTL.IN,SP.POP.GROW,SI.POV.GINI
94.20120239,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.68523158,31.57621002,5.415019989,85.826,62.696,80.98798,10076001.88,1.367346075,32.5
93.76183319,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.68523158,32.29367828,5.28000021,85.826,62.696,80.98798,10076001.88,1.638988867,32.675
92.89942169,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.68523158,31.6431694,5.07461977,85.826,62.696,80.98798,10076001.88,1.520986626,32.85
92.68937683,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.24973011,33.46855164,4.913290024,85.826,62.696,80.98798,10076001.88,1.636206657,33.025
91.27944183,67.09266667,5.82,4.65,0.73,11.2,1.12,4.17,7.8,52.42,67.54,13.21,23.48,13.35091972,32.6420517,4.747529984,85.826,62.696,80.98798,10076001.88,1.69256678,33.2
89.53736877,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,13.59171963,33.42060852,4.670380116,85.826,62.696,80.98798,8498108,1.479978016,33.1
87.91523743,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,14.06530952,32.64820862,4.793069839,85.826,62.696,80.98798,8542518,1.274577578,33
86.58374023,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,13.20401955,31.87310028,4.686510086,85.826,62.696,80.98798,8616564,1.213390775,32.9
85.38111877,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,15.01692009,26.5834198,5.509220123,85.826,62.696,80.98798,8651104,0.978336681,32.8
84.64128876,67.09266667,5.81,4.6,0.76,11.18,1.09,5.15,9.25,52.83,65.33,13.9,24.33,14.29701996,28.86819077,5.24751997,85.826,62.696,80.98798,8820272,1.058508842,32.7
72.22274017,68.3431015,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,14.77005959,27.58675957,5.129049778,85.826,62.696,80.98798,9025032,1.208019812,32.6
71.97203064,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,14.24612045,29.61601067,5.225830078,85.826,62.696,80.98798,9153651,1.313819299,32.75
69.08499146,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9220558,1.11872569,32.9
68.6167984,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9322131,1.042235716,33.05
67.21492004,67.09266667,5.78,4.55,0.87,11.2,1.37,6.31,10.81,50.62,60.35,15.87,27.47,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9416410,1.142505187,33.2
67.13053131,68.32234955,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.36015987,23.4199295,4.892650127,85.826,62.696,80.98798,9603052,1.192272323,33.35
65.35317993,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9790007,1.348358342,33.5
67.42807007,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,9946984,1.220563785,33.5
72.04212189,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10126897,1.233996663,33.5
72.70420074,67.09266667,5.8,4.56,0.71,11.07,1.08,6.8,11.16,57.04,65.32,13.15,22.44,13.68523158,26.93811741,5.143452963,85.826,62.696,80.98798,10247023,1.159352162,33.1
72.80381012,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.58512974,22.19503975,4.912280083,85.826,62.696,80.98798,10556744,1.319789554,33.675
72.48188782,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.17819977,21.98007965,4.742730141,85.826,62.696,80.98798,10801486,1.475227945,34.25
80.52352905,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.03026962,22.50197029,4.646319866,85.826,62.696,80.98798,10969572,0.624678435,34.825
80.75945282,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,12.59972,22.45878983,4.627190113,85.826,62.696,80.98798,11259228,2.00402174,35.4
80.92125702,67.09266667,5.84,4.71,0.84,11.38,0.91,6.6,10.2,55.98,62.48,15.63,26.41,13.41501999,22.11264992,5.086410046,86.72000122,66.36000061,82.54000092,11494942,2.06104513,35.05
81.74391937,67.09266667,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,14.32759953,22.27660942,5.555230141,86.33000183,64.76000214,81.76999664,11692512,1.555489589,34.7
83.6890564,67.09266667,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,13.50201988,23.20185089,5.098340034,86.63999939,64.77999878,82.51999664,11859920,1.389527316,34.7
83.6890564,67.09266667,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,13.18365002,23.67861938,4.899909973,86.86000061,65.44000244,81.97000122,12018673,1.722895219,34.7
83.6890564,64.61264038,5.97,4.59,0.99,11.54,0.72,5.21,7.59,38.49,60.71,18.52,30.98,14.04586029,25.9484005,5.285840034,82.58000183,52.13999939,76.13999939,12190657,1.69747275,34.7
