UIS.NIRA.1,UIS.XSPENDP.FDPUB.FNS,BAR.PRM.SCHL,BAR.SEC.SCHL,BAR.TER.SCHL,BAR.TOT.SCHL,BAR.NOED.15UP.ZS,BAR.PRM.CMPT.15UP.ZS,BAR.PRM.ICMP.15UP.ZS,BAR.SEC.CMPT.15UP.ZS,BAR.SEC.ICMP.15UP.ZS,BAR.TER.CMPT.15UP.ZS,BAR.TER.ICMP.15UP.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TERT.ZS,NY.GDP.MKTP.KD,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,NY.GDP.MKTP.PP.KD,SE.XPD.TOTL.GD.ZS,SL.TLF.ADVN.ZS,SL.TLF.BASC.ZS,SL.TLF.INTM.ZS,SL.TLF.TOTL.IN,SP.POP.GROW,SI.POV.GINI
73.5103531,69.468375,5.738666667,2.624,0.26,8.622,2.17,33.3,36.54,18.78,54.97,3.03,6.33,10.95666667,29.98494911,401000000000.00,28928.1338,32090.21105,480000000000.00,5.143444444,80.30111017,48.3955,72.32111111,8141825.25,0.594626001,28.4
72.2701874,69.468375,5.738666667,2.624,0.26,8.622,2.17,33.3,36.54,18.78,54.97,3.03,6.33,10.95666667,30.35243988,412000000000.00,29525.88536,32090.21105,480000000000.00,6.014609814,80.30111017,48.3955,72.32111111,8141825.25,0.615264577,28.4
71.4623184,69.468375,5.738666667,2.624,0.26,8.622,2.17,33.3,36.54,18.78,54.97,3.03,6.33,10.95666667,30.48608017,420000000000.00,29913.38466,32090.21105,480000000000.00,5.892380238,80.30111017,48.3955,72.32111111,8141825.25,0.690282252,28.4
68.5025864,69.468375,5.769333333,3.076666667,0.330666667,9.174,2.07,28.59,31.56,24.66,57.71,4.16,8.65,10.95666667,30.59395027,426000000000.00,30075.85265,32090.21105,480000000000.00,5.682199955,80.30111017,48.3955,72.32111111,8141825.25,0.791331808,28.4
67.1064377,69.468375,5.769333333,3.076666667,0.330666667,9.174,2.07,28.59,31.56,24.66,57.71,4.16,8.65,11.86935997,30.05903053,422000000000.00,29636.15785,32090.21105,480000000000.00,5.143444444,80.30111017,48.3955,72.32111111,8141825.25,0.686046798,28.4
66.950798,69.468375,5.769333333,3.076666667,0.330666667,9.174,2.07,28.59,31.56,24.66,57.71,4.16,8.65,11.24707985,29.56015968,417000000000.00,29134.53912,32090.21105,480000000000.00,5.484869957,80.30111017,48.3955,72.32111111,8141825.25,0.458559864,28.4
68.0505524,69.468375,5.769333333,3.076666667,0.330666667,9.174,2.07,28.59,31.56,24.66,57.71,4.16,8.65,10.40229034,30.07887077,426000000000.00,29625.05368,32090.21105,480000000000.00,5.360229969,80.30111017,48.3955,72.32111111,8141825.25,0.379222596,28.4
69.247963,69.468375,5.769333333,3.076666667,0.330666667,9.174,2.07,28.59,31.56,24.66,57.71,4.16,8.65,9.767700195,30.28845978,439000000000.00,30411.12599,32090.21105,480000000000.00,5.143444444,80.30111017,48.3955,72.32111111,8141825.25,0.39693319,28
71.0493622,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,10.56039047,29.0003109,450000000000.00,31050.65216,32090.21105,480000000000.00,5.415019989,80.30111017,48.3955,72.32111111,8141825.25,0.46632652,27.6
99.2217178,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,10.8004303,27.76032066,463000000000.00,31739.39645,32090.21105,480000000000.00,5.28000021,80.30111017,48.3955,72.32111111,8141825.25,0.554957726,27.2
99.4518204,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,11.2650404,31.97841072,471000000000.00,32147.72856,32090.21105,480000000000.00,5.07461977,80.30111017,48.3955,72.32111111,8141825.25,0.634526879,26.8
98.9690628,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,10.53046989,30.20054054,488000000000.00,33039.84199,32090.21105,480000000000.00,4.913290024,80.30111017,48.3955,72.32111111,8141825.25,0.646096228,28.233
98.2750626,69.468375,5.771333333,3.524666667,0.421333333,9.716,2.28,21.92,24.78,29.3,61.8,5.61,11.15,10.95666667,33.25415039,509000000000.00,34293.89214,32090.21105,480000000000.00,4.747529984,80.30111017,48.3955,72.32111111,8141825.25,0.599907213,29.667
96.1030197,69.468375,5.824,3.775333333,0.503333333,10.10266667,1.89,19.61,22.04,31.98,62.1,7.58,13.97,10.96805954,33.25415039,531000000000.00,35483.2995,32090.21105,480000000000.00,4.670380116,80.30111017,48.3955,72.32111111,6912131,0.688603823,31.1
